BioGRID_Interaction_ID	Entrez_Gene_Interactor_A	Entrez_Gene_Interactor_B	BioGRID_ID_Interactor_A	BioGRID_ID_Interactor_B	Systematic_Name_Interactor_A	Systematic_Name_Interactor_B	Official_Symbol_Interactor_A	Official_Symbol_Interactor_B	Synonyms_Interactor_A	Synonyms_Interactor_B	Experimental_System	Experimental_System_Type	Author	Pubmed_ID	Organism_Interactor_A	Organism_Interactor_B	Throughput	Score	Modification	Phenotypes	Qualifications	Tags	Source_Database
561266	2099	57154	108403	121411	RP1-130E4.1	-	ESR1	SMURF1	ER|ESR|ESRA|ESTRR|Era|NR3A1	-	Affinity Capture-Western	physical	Ito I (2010)	20207742	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
561268	4087	2099	110262	108403	-	RP1-130E4.1	SMAD2	ESR1	JV18|JV18-1|MADH2|MADR2|hMAD-2|hSMAD2	ER|ESR|ESRA|ESTRR|Era|NR3A1	Reconstituted Complex	physical	Ito I (2010)	20207742	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
561269	57154	2099	121411	108403	-	RP1-130E4.1	SMURF1	ESR1	-	ER|ESR|ESRA|ESTRR|Era|NR3A1	Reconstituted Complex	physical	Ito I (2010)	20207742	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
561798	29945	25906	118982	117412	-	HSPC020	ANAPC4	ANAPC15	APC4	APC15|C11orf51	Affinity Capture-Western	physical	Mansfeld J (2011)	21926987	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
561799	29945	996	118982	107431	-	-	ANAPC4	CDC27	APC4	ANAPC3|APC3|CDC27Hs|D0S1430E|D17S978E|H-NUC|HNUC|NUC2	Affinity Capture-Western	physical	Mansfeld J (2011)	21926987	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
561800	29945	8881	118982	114400	-	RP11-569D9.4	ANAPC4	CDC16	APC4	ANAPC6|APC6|CUT9	Affinity Capture-Western	physical	Mansfeld J (2011)	21926987	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
561801	29945	51434	118982	119538	-	-	ANAPC4	ANAPC7	APC4	APC7	Affinity Capture-Western	physical	Mansfeld J (2011)	21926987	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
561802	29945	51529	118982	119591	-	HSPC214	ANAPC4	ANAPC11	APC4	APC11|Apc11p	Affinity Capture-Western	physical	Mansfeld J (2011)	21926987	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
561810	4255	675	110411	107142	RP11-109A6.1	RP11-298P3.4	MGMT	BRCA2	-	BRCC2|BROVCA2|FACD|FAD|FAD1|FANCD|FANCD1|GLM3|PNCA2|XRCC11	Affinity Capture-Western	physical	Philip S (2008)	19047179	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
561994	5594	4086	111580	110261	-	-	MAPK1	SMAD1	ERK|ERK-2|ERK2|ERT1|MAPK2|P42MAPK|PRKM1|PRKM2|p38|p40|p41|p41mapk|p42-MAPK	BSP-1|BSP1|JV4-1|JV41|MADH1|MADR1	Biochemical Activity	physical	Sapkota G (2007)	17289590	9606	9606	Low Throughput	-	Phosphorylation	-	-	-	BIOGRID
561995	10273	4086	115563	110261	LA16c-313D11.6	-	STUB1	SMAD1	CHIP|HSPABP2|NY-CO-7|SCAR16|SDCCAG7|UBOX1	BSP-1|BSP1|JV4-1|JV41|MADH1|MADR1	Biochemical Activity	physical	Wang L (2011)	21454478	9606	9606	Low Throughput	-	Ubiquitination	-	-	-	BIOGRID
562123	581	255488	107057	129106	-	-	BAX	RNF144B	BCL2L4	IBRDC2|PIR2|bA528A10.3|p53RFP	Affinity Capture-Western	physical	Benard G (2010)	20300062	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
563536	23409	293	116981	106790	-	RP11-261P4.6	SIRT4	SLC25A6	SIR2L4	2|3|AAC3|ANT|ANT 2|ANT 3|ANT3|ANT3Y	Affinity Capture-MS	physical	Ahuja N (2007)	17715127	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
563935	3635	171425	109847	128126	-	RP11-134O15.1	INPP5D	CLYBL	SHIP|SHIP-1|SHIP1|SIP-145|hp51CN|p150Ship	CLB	Affinity Capture-Western	physical	Ruschmann J (2010)	20304029	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
564133	3383	3689	109610	109895	-	-	ICAM1	ITGB2	BB2|CD54|P3.58	CD18|LAD|LCAMB|LFA-1|MAC-1|MF17|MFI7	Reconstituted Complex	physical	Rolen U (2009)	20187292	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
564232	4609	2177	110694	108474	-	-	MYC	FANCD2	MRTL|MYCC|bHLHe39|c-Myc	FA-D2|FA4|FACD|FAD|FAD2|FANCD	Affinity Capture-MS	physical	Koch HB (2007)	17314511	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
564276	4609	400	110694	106893	-	-	MYC	ARL1	MRTL|MYCC|bHLHe39|c-Myc	ARFL1	Affinity Capture-MS	physical	Koch HB (2007)	17314511	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
564336	6259	55750	112171	120868	-	-	RYK	AGK	D3S3195|JTK5|JTK5A|RYK1	CATC5|CTRCT38|MTDPS10|MULK	Affinity Capture-MS	physical	Berndt JD (2011)	21875946	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
564337	6259	9131	112171	114579	-	RP3-438D16.2	RYK	AIFM1	D3S3195|JTK5|JTK5A|RYK1	AIF|CMT2D|CMTX4|COWCK|COXPD6|NADMR|NAMSD|PDCD8	Affinity Capture-MS	physical	Berndt JD (2011)	21875946	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
564398	4609	708	110694	107169	-	-	MYC	C1QBP	MRTL|MYCC|bHLHe39|c-Myc	GC1QBP|HABP1|SF2p32|gC1Q-R|gC1qR|p32	Affinity Capture-MS	physical	Koch HB (2007)	17314511	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
564438	4609	3032	110694	109282	-	MSTP029	MYC	HADHB	MRTL|MYCC|bHLHe39|c-Myc	ECHB|MTPB|TP-BETA	Affinity Capture-MS	physical	Koch HB (2007)	17314511	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
564443	4609	10157	110694	115459	-	-	MYC	AASS	MRTL|MYCC|bHLHe39|c-Myc	LKR/SDH|LKRSDH|LORSDH	Affinity Capture-MS	physical	Koch HB (2007)	17314511	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
564449	4609	2108	110694	108409	-	-	MYC	ETFA	MRTL|MYCC|bHLHe39|c-Myc	EMA|GA2|MADD	Affinity Capture-MS	physical	Koch HB (2007)	17314511	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
564451	4609	2639	110694	108909	-	-	MYC	GCDH	MRTL|MYCC|bHLHe39|c-Myc	ACAD5|GCD	Affinity Capture-MS	physical	Koch HB (2007)	17314511	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
564460	4609	10005	110694	115323	-	RP3-337O18.2	MYC	ACOT8	MRTL|MYCC|bHLHe39|c-Myc	HNAACTE|PTE-1|PTE-2|PTE1|PTE2|hACTE-III|hTE	Affinity Capture-MS	physical	Koch HB (2007)	17314511	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
564461	4609	80142	110694	123135	-	RP11-395P17.2	MYC	PTGES2	MRTL|MYCC|bHLHe39|c-Myc	C9orf15|GBF-1|GBF1|PGES2|mPGES-2	Affinity Capture-MS	physical	Koch HB (2007)	17314511	9606	9606	High Throughput	-	-	-	DLD1-tTA colorectal cancer cell line used (DLD1 cells expressing a tet-repressor-VP16 fusion); endogenous expression of hit	-	BIOGRID
565193	4193	328	110358	106825	-	-	MDM2	APEX1	ACTFS|HDMX|hdm2	APE|APE1|APEN|APEX|APX|HAP1|REF1	Biochemical Activity	physical	Busso CS (2009)	19219073	9606	9606	Low Throughput	-	Ubiquitination	-	-	-	BIOGRID
565194	328	4193	106825	110358	-	-	APEX1	MDM2	APE|APE1|APEN|APEX|APX|HAP1|REF1	ACTFS|HDMX|hdm2	Affinity Capture-Western	physical	Busso CS (2009)	19219073	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
565418	5516	345651	111508	131362	-	-	PPP2CB	ACTBL2	PP2Abeta|PP2CB	ACT	Affinity Capture-MS	physical	Glatter T (2009)	19156129	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
565637	5521	7284	111513	113135	-	-	PPP2R2B	TUFM	B55BETA|PP2AB55BETA|PP2ABBETA|PP2APR55B|PP2APR55BETA|PR2AB55BETA|PR2ABBETA|PR2APR55BETA|PR52B|PR55-BETA|PR55BETA|SCA12	COXPD4|EF-TuMT|EFTU|P43	Affinity Capture-MS	physical	Glatter T (2009)	19156129	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
565680	5460	71	111456	106586	DADB-104B20.2	-	POU5F1	ACTG1	OCT3|OCT4|OTF-3|OTF3|OTF4|Oct-3|Oct-4	ACT|ACTG|BRWS2|DFNA20|DFNA26|HEL-176	Affinity Capture-RNA	physical	Hawkins PG (2010)	21151833	9606	9606	Low Throughput	-	-	-	Bait is RNA oligonucleotide, hits are proteins identified by mass spectrometry	-	BIOGRID
565798	1029	4193	107463	110358	-	-	CDKN2A	MDM2	ARF|CDK4I|CDKN2|CMM2|INK4|INK4A|MLM|MTS-1|MTS1|P14|P14ARF|P16|P16-INK4A|P16INK4|P16INK4A|P19|P19ARF|TP16	ACTFS|HDMX|hdm2	Affinity Capture-Western	physical	Shen J (2011)	21133853	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
566098	51377	71	119509	106586	RP11-101E13.2	-	UCHL5	ACTG1	CGI-70|INO80R|UCH-L5|UCH37	ACT|ACTG|BRWS2|DFNA20|DFNA26|HEL-176	Affinity Capture-MS	physical	Fang Y (2011)	21800051	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
566104	51377	440915	119509	136994	RP11-101E13.2	FKSG30	UCHL5	POTEKP	CGI-70|INO80R|UCH-L5|UCH37	ACT|ACTBL3|POTE2delta|POTEK	Affinity Capture-MS	physical	Fang Y (2011)	21800051	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
566112	51377	7001	119509	112860	RP11-101E13.2	-	UCHL5	PRDX2	CGI-70|INO80R|UCH-L5|UCH37	HEL-S-2a|NKEF-B|NKEFB|PRP|PRX2|PRXII|PTX1|TDPX1|TPX1|TSA	Affinity Capture-MS	physical	Fang Y (2011)	21800051	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
566118	51377	80777	119509	123309	RP11-101E13.2	RP11-140H17.1	UCHL5	CYB5B	CGI-70|INO80R|UCH-L5|UCH37	CYB5-M|CYPB5M|OMB5	Affinity Capture-MS	physical	Fang Y (2011)	21800051	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
566193	3396	83858	109622	123774	-	RP4-628J24.3	ICT1	ATAD3B	DS-1|DS1|MRP-L58	AAA-TOB3|TOB3	Affinity Capture-MS	physical	Richter R (2010)	20186120	9606	9606	High Throughput	-	-	-	Exogenous expression of bait	-	BIOGRID
566194	3396	28976	109622	118799	-	-	ICT1	ACAD9	DS-1|DS1|MRP-L58	NPD002	Affinity Capture-MS	physical	Richter R (2010)	20186120	9606	9606	High Throughput	-	-	-	Exogenous expression of bait	-	BIOGRID
566195	3396	37	109622	106555	-	-	ICT1	ACADVL	DS-1|DS1|MRP-L58	ACAD6|LCACD|VLCAD	Affinity Capture-MS	physical	Richter R (2010)	20186120	9606	9606	High Throughput	-	-	-	Exogenous expression of bait	-	BIOGRID
566196	3396	23597	109622	117132	-	CGI-16	ICT1	ACOT9	DS-1|DS1|MRP-L58	ACATE2|MT-ACT48|MTACT48	Affinity Capture-MS	physical	Richter R (2010)	20186120	9606	9606	High Throughput	-	-	-	Exogenous expression of bait	-	BIOGRID
566197	3396	1173	109622	107587	-	-	ICT1	AP2M1	DS-1|DS1|MRP-L58	AP50|CLAPM1|mu2	Affinity Capture-MS	physical	Richter R (2010)	20186120	9606	9606	High Throughput	-	-	-	Exogenous expression of bait	-	BIOGRID
566198	3396	10939	109622	116139	-	-	ICT1	AFG3L2	DS-1|DS1|MRP-L58	SCA28|SPAX5	Affinity Capture-MS	physical	Richter R (2010)	20186120	9606	9606	High Throughput	-	-	-	Exogenous expression of bait	-	BIOGRID
566199	3396	160428	109622	127759	-	-	ICT1	ALDH1L2	DS-1|DS1|MRP-L58	mtFDH	Affinity Capture-MS	physical	Richter R (2010)	20186120	9606	9606	High Throughput	-	-	-	Exogenous expression of bait	-	BIOGRID
566200	3396	10157	109622	115459	-	-	ICT1	AASS	DS-1|DS1|MRP-L58	LKR/SDH|LKRSDH|LORSDH	Affinity Capture-MS	physical	Richter R (2010)	20186120	9606	9606	High Throughput	-	-	-	Exogenous expression of bait	-	BIOGRID
566201	3396	515	109622	107000	-	RP11-552M11.5	ICT1	ATP5F1	DS-1|DS1|MRP-L58	PIG47	Affinity Capture-MS	physical	Richter R (2010)	20186120	9606	9606	High Throughput	-	-	-	Exogenous expression of bait	-	BIOGRID
566202	3396	10476	109622	115739	-	My032	ICT1	ATP5H	DS-1|DS1|MRP-L58	ATPQ	Affinity Capture-MS	physical	Richter R (2010)	20186120	9606	9606	High Throughput	-	-	-	Exogenous expression of bait	-	BIOGRID
566203	3396	10632	109622	115876	-	-	ICT1	ATP5L	DS-1|DS1|MRP-L58	ATP5JG	Affinity Capture-MS	physical	Richter R (2010)	20186120	9606	9606	High Throughput	-	-	-	Exogenous expression of bait	-	BIOGRID
566204	3396	498	109622	106987	-	-	ICT1	ATP5A1	DS-1|DS1|MRP-L58	ATP5A|ATP5AL2|ATPM|COXPD22|HEL-S-123m|MC5DN4|MOM2|OMR|ORM|hATP1	Affinity Capture-MS	physical	Richter R (2010)	20186120	9606	9606	High Throughput	-	-	-	Exogenous expression of bait	-	BIOGRID
566205	3396	506	109622	106994	-	-	ICT1	ATP5B	DS-1|DS1|MRP-L58	ATPMB|ATPSB|HEL-S-271	Affinity Capture-MS	physical	Richter R (2010)	20186120	9606	9606	High Throughput	-	-	-	Exogenous expression of bait	-	BIOGRID
566206	3396	509	109622	106997	-	RP11-401E9.1	ICT1	ATP5C1	DS-1|DS1|MRP-L58	ATP5C|ATP5CL1	Affinity Capture-MS	physical	Richter R (2010)	20186120	9606	9606	High Throughput	-	-	-	Exogenous expression of bait	-	BIOGRID
566207	3396	22	109622	106540	-	-	ICT1	ABCB7	DS-1|DS1|MRP-L58	ABC7|ASAT|Atm1p|EST140535	Affinity Capture-MS	physical	Richter R (2010)	20186120	9606	9606	High Throughput	-	-	-	Exogenous expression of bait	-	BIOGRID
566208	3396	192111	109622	128154	-	-	ICT1	PGAM5	DS-1|DS1|MRP-L58	BXLBV68	Affinity Capture-MS	physical	Richter R (2010)	20186120	9606	9606	High Throughput	-	-	-	Exogenous expression of bait	-	BIOGRID
566209	3396	1376	109622	107767	-	-	ICT1	CPT2	DS-1|DS1|MRP-L58	CPT1|CPTASE|IIAE4	Affinity Capture-MS	physical	Richter R (2010)	20186120	9606	9606	High Throughput	-	-	-	Exogenous expression of bait	-	BIOGRID
566210	3396	27440	109622	118173	-	-	ICT1	CECR5	DS-1|DS1|MRP-L58	-	Affinity Capture-MS	physical	Richter R (2010)	20186120	9606	9606	High Throughput	-	-	-	Exogenous expression of bait	-	BIOGRID
566211	3396	51079	109622	119270	-	CGI-39	ICT1	NDUFA13	DS-1|DS1|MRP-L58	B16.6|CDA016|GRIM-19|GRIM19	Affinity Capture-MS	physical	Richter R (2010)	20186120	9606	9606	High Throughput	-	-	-	Exogenous expression of bait	-	BIOGRID
566212	3396	56997	109622	121312	-	PP265	ICT1	ADCK3	DS-1|DS1|MRP-L58	ARCA2|CABC1|COQ10D4|COQ8|SCAR9	Affinity Capture-MS	physical	Richter R (2010)	20186120	9606	9606	High Throughput	-	-	-	Exogenous expression of bait	-	BIOGRID
566213	3396	3329	109622	109561	-	-	ICT1	HSPD1	DS-1|DS1|MRP-L58	CPN60|GROEL|HLD4|HSP-60|HSP60|HSP65|HuCHA60|SPG13	Affinity Capture-MS	physical	Richter R (2010)	20186120	9606	9606	High Throughput	-	-	-	Exogenous expression of bait	-	BIOGRID
566214	3396	25915	109622	117419	-	-	ICT1	NDUFAF3	DS-1|DS1|MRP-L58	2P1|C3orf60|E3-3	Affinity Capture-MS	physical	Richter R (2010)	20186120	9606	9606	High Throughput	-	-	-	Exogenous expression of bait	-	BIOGRID
566215	3396	85865	109622	124573	-	UG0751c10	ICT1	GTPBP10	DS-1|DS1|MRP-L58	ObgH2	Affinity Capture-MS	physical	Richter R (2010)	20186120	9606	9606	High Throughput	-	-	-	Exogenous expression of bait	-	BIOGRID
566216	3396	10845	109622	116056	-	-	ICT1	CLPX	DS-1|DS1|MRP-L58	-	Affinity Capture-MS	physical	Richter R (2010)	20186120	9606	9606	High Throughput	-	-	-	Exogenous expression of bait	-	BIOGRID
566217	3396	326625	109622	130605	-	-	ICT1	MMAB	DS-1|DS1|MRP-L58	ATR|CFAP23|cblB|cob	Affinity Capture-MS	physical	Richter R (2010)	20186120	9606	9606	High Throughput	-	-	-	Exogenous expression of bait	-	BIOGRID
566218	3396	90550	109622	124733	-	-	ICT1	MCU	DS-1|DS1|MRP-L58	C10orf42|CCDC109A	Affinity Capture-MS	physical	Richter R (2010)	20186120	9606	9606	High Throughput	-	-	-	Exogenous expression of bait	-	BIOGRID
566219	3396	118487	109622	125612	-	-	ICT1	CHCHD1	DS-1|DS1|MRP-L58	C10orf34|C2360|MRP-S37	Affinity Capture-MS	physical	Richter R (2010)	20186120	9606	9606	High Throughput	-	-	-	Exogenous expression of bait	-	BIOGRID
566220	3396	708	109622	107169	-	-	ICT1	C1QBP	DS-1|DS1|MRP-L58	GC1QBP|HABP1|SF2p32|gC1Q-R|gC1qR|p32	Affinity Capture-MS	physical	Richter R (2010)	20186120	9606	9606	High Throughput	-	-	-	Exogenous expression of bait	-	BIOGRID
566221	3396	4513	109622	110616	-	-	ICT1	COX2	DS-1|DS1|MRP-L58	COII|MTCO2	Affinity Capture-MS	physical	Richter R (2010)	20186120	9606	9606	High Throughput	-	-	-	Exogenous expression of bait	-	BIOGRID
566222	3396	1327	109622	107720	-	-	ICT1	COX4I1	DS-1|DS1|MRP-L58	COX4|COX4-1|COXIV	Affinity Capture-MS	physical	Richter R (2010)	20186120	9606	9606	High Throughput	-	-	-	Exogenous expression of bait	-	BIOGRID
566223	3396	55794	109622	120907	-	-	ICT1	DDX28	DS-1|DS1|MRP-L58	MDDX28	Affinity Capture-MS	physical	Richter R (2010)	20186120	9606	9606	High Throughput	-	-	-	Exogenous expression of bait	-	BIOGRID
566224	3396	22907	109622	116571	-	-	ICT1	DHX30	DS-1|DS1|MRP-L58	DDX30|RETCOR	Affinity Capture-MS	physical	Richter R (2010)	20186120	9606	9606	High Throughput	-	-	-	Exogenous expression of bait	-	BIOGRID
566225	3396	7818	109622	113587	-	-	ICT1	DAP3	DS-1|DS1|MRP-L58	DAP-3|MRP-S29|MRPS29|bMRP-10	Affinity Capture-MS	physical	Richter R (2010)	20186120	9606	9606	High Throughput	-	-	-	Exogenous expression of bait	-	BIOGRID
566226	3396	26073	109622	117531	-	HSPC017	ICT1	POLDIP2	DS-1|DS1|MRP-L58	PDIP38|POLD4|p38	Affinity Capture-MS	physical	Richter R (2010)	20186120	9606	9606	High Throughput	-	-	-	Exogenous expression of bait	-	BIOGRID
566227	3396	7150	109622	113003	-	RP3-511B24.1	ICT1	TOP1	DS-1|DS1|MRP-L58	TOPI	Affinity Capture-MS	physical	Richter R (2010)	20186120	9606	9606	High Throughput	-	-	-	Exogenous expression of bait	-	BIOGRID
566228	3396	9093	109622	114547	-	-	ICT1	DNAJA3	DS-1|DS1|MRP-L58	HCA57|TID1|hTID-1	Affinity Capture-MS	physical	Richter R (2010)	20186120	9606	9606	High Throughput	-	-	-	Exogenous expression of bait	-	BIOGRID
566229	3396	1632	109622	108000	-	-	ICT1	ECI1	DS-1|DS1|MRP-L58	DCI	Affinity Capture-MS	physical	Richter R (2010)	20186120	9606	9606	High Throughput	-	-	-	Exogenous expression of bait	-	BIOGRID
566230	3396	2108	109622	108409	-	-	ICT1	ETFA	DS-1|DS1|MRP-L58	EMA|GA2|MADD	Affinity Capture-MS	physical	Richter R (2010)	20186120	9606	9606	High Throughput	-	-	-	Exogenous expression of bait	-	BIOGRID
566231	3396	26284	109622	117666	-	-	ICT1	ERAL1	DS-1|DS1|MRP-L58	ERA|ERAL1A|H-ERA|HERA-A|HERA-B	Affinity Capture-MS	physical	Richter R (2010)	20186120	9606	9606	High Throughput	-	-	-	Exogenous expression of bait	-	BIOGRID
566232	3396	22868	109622	116535	-	-	ICT1	FASTKD2	DS-1|DS1|MRP-L58	KIAA0971	Affinity Capture-MS	physical	Richter R (2010)	20186120	9606	9606	High Throughput	-	-	-	Exogenous expression of bait	-	BIOGRID
566233	3396	80308	109622	123221	-	PP591	ICT1	FLAD1	DS-1|DS1|MRP-L58	FAD1|FADS	Affinity Capture-MS	physical	Richter R (2010)	20186120	9606	9606	High Throughput	-	-	-	Exogenous expression of bait	-	BIOGRID
566234	3396	2746	109622	109008	-	-	ICT1	GLUD1	DS-1|DS1|MRP-L58	GDH|GDH1|GLUD	Affinity Capture-MS	physical	Richter R (2010)	20186120	9606	9606	High Throughput	-	-	-	Exogenous expression of bait	-	BIOGRID
566235	3396	2926	109622	109182	-	-	ICT1	GRSF1	DS-1|DS1|MRP-L58	-	Affinity Capture-MS	physical	Richter R (2010)	20186120	9606	9606	High Throughput	-	-	-	Exogenous expression of bait	-	BIOGRID
566236	3396	90480	109622	124721	-	-	ICT1	GADD45GIP1	DS-1|DS1|MRP-L58	CKBBP2|CKbetaBP2|CRIF1|MRP-L59|PLINP|PLINP-1|PRG6|Plinp1	Affinity Capture-MS	physical	Richter R (2010)	20186120	9606	9606	High Throughput	-	-	-	Exogenous expression of bait	-	BIOGRID
566237	3396	80273	109622	123210	-	-	ICT1	GRPEL1	DS-1|DS1|MRP-L58	HMGE	Affinity Capture-MS	physical	Richter R (2010)	20186120	9606	9606	High Throughput	-	-	-	Exogenous expression of bait	-	BIOGRID
566238	3396	92170	109622	124916	-	RP11-108K14.2	ICT1	MTG1	DS-1|DS1|MRP-L58	GTP|GTPBP7	Affinity Capture-MS	physical	Richter R (2010)	20186120	9606	9606	High Throughput	-	-	-	Exogenous expression of bait	-	BIOGRID
566239	3396	3313	109622	109545	-	-	ICT1	HSPA9	DS-1|DS1|MRP-L58	CRP40|CSA|GRP-75|GRP75|HEL-S-124m|HSPA9B|MOT|MOT2|MTHSP75|PBP74	Affinity Capture-MS	physical	Richter R (2010)	20186120	9606	9606	High Throughput	-	-	-	Exogenous expression of bait	-	BIOGRID
566240	3396	9987	109622	115308	-	-	ICT1	HNRNPDL	DS-1|DS1|MRP-L58	HNRNP|HNRPDL|JKTBP|JKTBP2|LGMD1G|laAUF1	Affinity Capture-MS	physical	Richter R (2010)	20186120	9606	9606	High Throughput	-	-	-	Exogenous expression of bait	-	BIOGRID
566241	3396	3098	109622	109345	-	-	ICT1	HK1	DS-1|DS1|MRP-L58	HK1-ta|HK1-tb|HK1-tc|HKD|HKI|HMSNR|HXK1	Affinity Capture-MS	physical	Richter R (2010)	20186120	9606	9606	High Throughput	-	-	-	Exogenous expression of bait	-	BIOGRID
566242	3396	23438	109622	117006	-	-	ICT1	HARS2	DS-1|DS1|MRP-L58	HARSL|HARSR|HO3|PRLTS2	Affinity Capture-MS	physical	Richter R (2010)	20186120	9606	9606	High Throughput	-	-	-	Exogenous expression of bait	-	BIOGRID
566243	3396	3028	109622	109278	-	RP3-339A18.2	ICT1	HSD17B10	DS-1|DS1|MRP-L58	17b-HSD10|ABAD|CAMR|DUPXp11.22|ERAB|HADH2|HCD2|MHBD|MRPP2|MRX17|MRX31|MRXS10|SCHAD|SDR5C1	Affinity Capture-MS	physical	Richter R (2010)	20186120	9606	9606	High Throughput	-	-	-	Exogenous expression of bait	-	BIOGRID
566244	3396	115416	109622	125433	-	-	ICT1	MALSU1	DS-1|DS1|MRP-L58	C7orf30|mtRsfA	Affinity Capture-MS	physical	Richter R (2010)	20186120	9606	9606	High Throughput	-	-	-	Exogenous expression of bait	-	BIOGRID
566245	3396	51250	109622	119407	-	HSPC230	ICT1	C6orf203	DS-1|DS1|MRP-L58	PRED31	Affinity Capture-MS	physical	Richter R (2010)	20186120	9606	9606	High Throughput	-	-	-	Exogenous expression of bait	-	BIOGRID
566246	3396	84273	109622	124000	-	-	ICT1	NOA1	DS-1|DS1|MRP-L58	C4orf14|MTG3|hAtNOS1|hNOA1|mAtNOS1	Affinity Capture-MS	physical	Richter R (2010)	20186120	9606	9606	High Throughput	-	-	-	Exogenous expression of bait	-	BIOGRID
566248	3396	10989	109622	116185	-	PIG4	ICT1	IMMT	DS-1|DS1|MRP-L58	HMP|MINOS2|P87|P87/89|P89|PIG52	Affinity Capture-MS	physical	Richter R (2010)	20186120	9606	9606	High Throughput	-	-	-	Exogenous expression of bait	-	BIOGRID
566249	3396	10644	109622	115888	-	-	ICT1	IGF2BP2	DS-1|DS1|MRP-L58	IMP-2|IMP2|VICKZ2	Affinity Capture-MS	physical	Richter R (2010)	20186120	9606	9606	High Throughput	-	-	-	Exogenous expression of bait	-	BIOGRID
566250	3396	3954	109622	110145	-	-	ICT1	LETM1	DS-1|DS1|MRP-L58	-	Affinity Capture-MS	physical	Richter R (2010)	20186120	9606	9606	High Throughput	-	-	-	Exogenous expression of bait	-	BIOGRID
566251	3396	10128	109622	115432	-	-	ICT1	LRPPRC	DS-1|DS1|MRP-L58	CLONE-23970|GP130|LRP130|LSFC	Affinity Capture-MS	physical	Richter R (2010)	20186120	9606	9606	High Throughput	-	-	-	Exogenous expression of bait	-	BIOGRID
566252	3396	3735	109622	109938	-	-	ICT1	KARS	DS-1|DS1|MRP-L58	CMTRIB|DFNB89|KARS1|KARS2|KRS	Affinity Capture-MS	physical	Richter R (2010)	20186120	9606	9606	High Throughput	-	-	-	Exogenous expression of bait	-	BIOGRID
566253	3396	4200	109622	110364	-	-	ICT1	ME2	DS-1|DS1|MRP-L58	ODS1	Affinity Capture-MS	physical	Richter R (2010)	20186120	9606	9606	High Throughput	-	-	-	Exogenous expression of bait	-	BIOGRID
566254	3396	51335	109622	119482	-	HT020	ICT1	NGRN	DS-1|DS1|MRP-L58	DSC92	Affinity Capture-MS	physical	Richter R (2010)	20186120	9606	9606	High Throughput	-	-	-	Exogenous expression of bait	-	BIOGRID
566255	3396	64087	109622	122050	-	-	ICT1	MCCC2	DS-1|DS1|MRP-L58	MCCB	Affinity Capture-MS	physical	Richter R (2010)	20186120	9606	9606	High Throughput	-	-	-	Exogenous expression of bait	-	BIOGRID
566256	3396	4594	109622	110680	-	-	ICT1	MUT	DS-1|DS1|MRP-L58	MCM	Affinity Capture-MS	physical	Richter R (2010)	20186120	9606	9606	High Throughput	-	-	-	Exogenous expression of bait	-	BIOGRID
566257	3396	64745	109622	122261	-	-	ICT1	METTL17	DS-1|DS1|MRP-L58	METT11D1	Affinity Capture-MS	physical	Richter R (2010)	20186120	9606	9606	High Throughput	-	-	-	Exogenous expression of bait	-	BIOGRID
566258	3396	217	109622	106719	-	-	ICT1	ALDH2	DS-1|DS1|MRP-L58	ALDH-E2|ALDHI|ALDM	Affinity Capture-MS	physical	Richter R (2010)	20186120	9606	9606	High Throughput	-	-	-	Exogenous expression of bait	-	BIOGRID
566259	3396	5442	109622	111438	-	-	ICT1	POLRMT	DS-1|DS1|MRP-L58	APOLMT|MTRNAP|MTRPOL|h-mtRPOL	Affinity Capture-MS	physical	Richter R (2010)	20186120	9606	9606	High Throughput	-	-	-	Exogenous expression of bait	-	BIOGRID
